,skootar_id,normal_job,car_night,rbh_night,skt_job,night,full_time,purchasing_service,cheque_collecting,promptpay,pay_lte_100,need_food_box,doc_processing,schedule,level
0,SK7728,447,447,0,447,7,0,1,1,43,82,0,12,114,0.0
1,SK0671,103,103,0,96,0,0,0,2,0,0,0,4,1,0.0
2,SK8812,722,722,5,612,4,3,0,5,0,202,0,15,112,0.0
3,SK4780,819,819,0,683,17,1,3,8,0,87,109,23,95,1.0
4,SK5940,41,41,0,41,1,0,0,0,4,6,0,1,10,0.0
5,SK7597,883,883,0,883,2,0,0,35,63,56,0,122,165,0.0
6,SK7538,273,273,0,273,0,0,0,8,0,7,0,15,8,0.0
7,SK6920,755,755,0,755,0,0,1,6,0,101,0,28,9,0.0
8,SK6981,280,280,0,280,37,0,0,24,0,9,39,10,48,0.0
9,SK3781,1464,1464,0,1464,4,0,0,48,0,346,87,170,297,1.0
10,SK4083,1303,1303,11,1184,2,0,0,45,69,150,97,155,253,1.0
11,SK3592,1075,1075,0,1060,0,0,3,2,0,202,210,12,284,0.0
12,SK7288,1198,1198,0,1157,0,0,6,1,22,324,203,11,304,0.0
13,SK4042,1479,1479,0,1457,0,0,0,20,69,201,60,88,136,1.0
14,SK8394,86,86,0,86,0,0,0,4,5,20,6,7,20,0.0
15,SK8415,461,461,0,439,1,2,4,0,11,64,139,0,215,0.0
16,SK8695,1567,1567,2,1319,6,19,84,8,30,486,350,37,254,1.0
17,SK7348,555,555,0,555,0,0,1,2,0,70,71,9,58,0.0
18,SK5430,1417,1417,10,1214,2,0,0,28,37,56,47,97,110,
19,SK1250,598,598,0,598,0,0,0,0,0,1,0,4,5,0.0
20,SK7264,1651,1651,0,1651,0,0,5,83,0,257,0,293,459,
21,SK3288,73,73,0,73,2,0,0,0,3,3,0,0,6,0.0
22,SK8720,85,85,0,85,1,0,0,6,0,6,0,7,13,0.0
23,SK0639,574,574,20,389,0,0,0,2,9,11,2,14,12,0.0
24,SK4162,236,236,0,236,0,0,0,0,4,14,0,3,7,0.0
25,SK3322,252,252,0,252,0,0,0,0,0,0,0,0,1,0.0
26,SK7364,1200,1200,0,1200,0,0,1,89,124,189,0,245,216,1.0
27,SK7920,1394,1394,257,837,36,36,38,19,10,300,270,62,384,1.0
28,SK6443,814,814,0,765,0,0,1,5,34,52,10,34,31,0.0
29,SK5698,1320,1320,10,1161,2,0,0,30,55,110,33,123,302,0.0
30,SK7811,1658,1658,0,1658,4,0,17,56,46,528,135,191,454,
31,SK7421,722,722,0,722,0,1,1,29,39,47,35,110,99,0.0
32,SK6161,689,689,0,685,0,31,64,6,11,153,98,24,116,0.0
33,SK8776,258,258,0,258,0,1,4,7,0,106,61,18,79,0.0
34,SK6648,491,491,21,320,0,18,3,6,0,80,68,18,68,0.0
35,SK6962,1037,1037,0,1014,1,31,79,57,0,421,165,164,323,
36,SK5362,92,92,0,92,1,7,0,0,8,30,41,5,50,0.0
37,SK1393,784,784,6,482,2,0,0,15,23,29,22,57,34,0.0
38,SK5501,1325,1325,0,1325,0,0,0,57,94,214,0,186,238,1.0
39,SK8738,1473,1473,7,1253,7,0,2,44,41,106,100,121,236,1.0
40,SK7578,232,232,0,232,0,0,0,13,0,76,0,60,58,0.0
41,SK3058,916,916,0,916,1,0,1,29,132,176,0,98,116,0.0
42,SK8739,137,137,0,137,1,0,1,3,0,57,25,11,59,0.0
43,SK0811,368,368,0,368,0,0,0,5,3,2,0,24,25,0.0
44,SK6994,42,42,0,42,0,0,0,1,5,7,0,8,5,0.0
45,SK3837,433,433,0,433,0,0,0,12,7,3,1,10,15,0.0
46,SK2715,449,449,0,449,0,0,0,12,0,1,0,46,21,1.0
47,SK1431,179,179,0,179,0,0,0,9,8,0,0,26,19,0.0
48,SK7610,32,32,0,32,0,0,0,1,3,25,0,6,10,0.0
49,SK3185,390,390,0,390,0,0,0,0,0,170,3,6,25,0.0
50,SK8555,1423,1423,9,1327,14,0,9,13,61,190,201,32,313,1.0
51,SK0705,1416,1416,0,1416,0,0,0,27,17,644,0,125,68,1.0
52,SK7885,459,459,0,459,0,0,1,1,0,115,0,16,52,0.0
53,SK8796,2092,2092,45,1145,3,0,0,5,45,196,18,139,311,0.0
54,SK4573,1196,1196,0,1196,1,0,0,74,150,49,0,210,131,
55,SK2844,537,537,0,537,0,0,0,13,24,5,0,47,31,0.0
56,SK0808,439,439,0,360,1,0,0,11,19,32,1,14,19,0.0
57,SK3399,269,269,0,267,1,0,0,12,5,1,0,20,21,0.0
58,SK2330,1113,1113,0,1040,0,0,44,23,74,312,80,84,142,1.0
59,SK2117,683,683,0,683,0,0,5,33,0,47,0,229,106,1.0
60,SK1935,984,984,0,984,0,0,47,5,0,381,64,20,35,0.0
61,SK7827,312,312,0,312,0,0,0,30,1,14,3,43,41,0.0
62,SK8075,922,922,0,862,0,0,2,24,43,304,6,132,110,1.0
63,SK2185,267,267,0,267,0,0,0,8,4,15,0,23,54,0.0
64,SK5351,832,832,0,832,33,0,0,14,83,220,0,69,180,1.0
65,SK5211,2205,2205,94,1454,8,1,4,51,23,397,187,137,411,
66,SK1661,69,69,0,69,1,0,0,4,7,0,0,8,17,0.0
67,SK8103,1078,1078,0,916,1,0,0,18,60,57,74,31,120,0.0
68,SK8777,975,975,1,762,0,0,0,36,0,113,22,151,107,1.0
69,SK0691,607,607,0,607,0,0,1,17,13,72,0,46,66,0.0
70,SK7956,153,153,0,153,0,0,3,7,1,23,21,26,47,0.0
71,SK2488,558,558,0,557,0,0,0,16,2,0,1,25,25,0.0
72,SK5105,536,536,0,534,3,0,0,23,47,51,18,54,70,0.0
73,SK3423,745,745,0,733,0,0,0,36,6,16,11,89,77,0.0
74,SK8752,110,110,0,110,0,0,0,2,0,1,0,3,15,0.0
75,SK3364,381,381,0,381,1,0,0,14,13,2,0,27,29,0.0
76,SK0902,1247,1247,0,1247,2,0,0,37,61,29,0,101,67,1.0
77,SK7476,867,867,0,867,0,0,0,25,64,94,0,51,88,0.0
78,SK1024,212,212,0,212,0,0,0,0,0,0,0,0,0,0.0
79,SK8799,779,779,0,779,0,2,9,34,0,159,0,130,49,0.0
80,SK7588,1827,1827,9,1646,19,0,6,78,141,358,67,309,385,
81,SK8389,1045,1045,0,940,3,0,6,11,37,115,171,39,163,0.0
82,SK2476,203,203,0,203,0,0,0,4,18,6,0,17,24,0.0
83,SK8220,495,495,0,495,0,0,0,7,9,13,0,27,33,0.0
84,SK2070,1557,1557,0,1481,0,0,55,6,0,466,35,19,60,1.0
85,SK5268,395,395,0,395,0,0,0,10,0,18,0,48,49,0.0
86,SK7887,831,831,0,705,3,3,0,6,0,88,179,15,139,1.0
87,SK8726,1686,1686,5,1538,4,0,6,5,31,332,211,52,473,1.0
88,SK5030,193,193,0,193,0,0,1,6,0,32,0,38,40,0.0
89,SK1675,742,742,0,741,0,0,0,21,32,29,8,59,30,0.0
90,SK7280,657,657,0,657,6,0,0,1,87,69,77,4,74,0.0
91,SK6824,698,698,0,698,0,0,0,3,0,8,0,33,32,0.0
92,SK6677,1458,1458,0,1215,0,0,12,27,47,386,108,119,328,1.0
93,SK6992,915,915,0,826,1,0,124,8,14,342,149,41,140,0.0
94,SK0104,970,970,0,970,0,0,0,10,0,82,0,59,31,0.0
95,SK7702,5,5,0,5,0,0,0,0,0,0,1,0,0,0.0
96,SK8822,35,35,0,35,0,0,0,3,0,11,0,4,5,0.0
97,SK0543,2129,2129,15,1862,15,0,17,31,67,305,206,108,320,
98,SK4674,341,341,0,315,1,0,0,10,35,3,11,27,46,0.0
99,SK3932,586,586,0,586,0,0,0,1,9,36,26,3,40,0.0
100,SK8791,66,66,0,66,0,0,0,2,0,34,0,1,14,0.0
101,SK0817,2171,2171,0,2171,99,0,29,102,49,223,6,251,723,
102,SK5472,1507,1507,0,1437,0,0,2,35,134,421,54,112,237,1.0
103,SK8793,569,569,0,569,0,0,0,8,0,135,0,46,33,0.0
104,SK8639,877,877,0,877,42,2,3,13,35,92,0,33,273,0.0
105,SK3369,142,142,0,142,0,18,1,0,0,17,3,5,8,0.0
106,SK2196,654,654,0,553,1,20,5,22,23,206,42,68,90,0.0
107,SK7703,774,774,0,774,0,36,1,22,0,168,3,92,50,0.0
108,SK5527,52,52,0,52,1,0,0,2,8,16,12,5,14,0.0
109,SK8433,681,681,1,509,1,0,0,1,8,80,44,5,102,1.0
110,SK2100,998,998,0,594,0,0,51,1,6,320,136,0,87,0.0
111,SK8672,1999,1999,22,1417,0,0,18,49,0,488,133,146,348,
112,SK7689,1743,1743,30,1514,72,0,17,63,123,275,260,136,616,
113,SK3862,1064,1064,0,1064,0,0,0,6,30,42,36,17,19,1.0
114,SK4668,87,87,0,87,0,0,0,1,0,0,0,2,4,0.0
115,SK8302,77,77,0,77,0,0,0,5,13,13,0,7,16,0.0
116,SK1197,1331,1331,0,1331,5,0,1,48,65,37,0,198,89,0.0
117,SK0807,49,49,0,49,0,0,2,0,0,30,0,1,14,0.0
118,SK3933,1272,1272,10,1019,2,1,5,33,0,265,129,64,269,1.0
119,SK1788,1856,1856,0,1856,0,0,0,0,0,3,0,0,1,1.0
120,SK8742,140,140,0,140,0,0,2,1,0,27,0,0,21,0.0
121,SK8825,23,23,0,23,0,0,0,0,0,4,0,0,20,0.0
122,SK8368,4,4,0,4,0,0,0,0,0,2,0,0,4,0.0
123,SK6541,2222,2222,0,2222,60,0,2,123,156,342,100,288,995,
124,SK6716,1473,1473,6,1301,12,0,2,70,75,138,78,222,312,
125,SK8032,516,516,0,506,3,0,1,0,26,34,57,0,135,0.0
126,SK2933,623,623,0,623,0,9,3,19,39,215,38,74,142,0.0
127,SK8792,787,787,0,786,1,0,2,40,50,107,68,109,241,0.0
128,SK6290,4,4,0,4,0,0,0,0,0,0,0,0,2,0.0
129,SK7770,1325,1325,34,1034,29,2,4,39,60,189,138,104,206,1.0
130,SK0791,3041,3041,12,2437,4,11,204,38,75,923,472,177,657,
131,SK6248,1072,1072,0,1072,0,0,0,35,17,79,0,171,51,1.0
132,SK6647,40,40,0,40,0,6,0,3,0,2,0,9,12,0.0
133,SK8802,239,239,0,239,0,0,0,0,0,23,0,0,24,0.0
134,SK7608,860,860,0,860,20,0,0,32,29,40,0,95,51,1.0
135,SK3106,79,79,0,79,0,0,0,2,0,28,0,8,18,0.0
136,SK8631,403,403,0,338,0,0,26,0,2,224,71,3,56,0.0
137,SK7149,19,19,0,19,0,0,0,0,0,4,0,1,17,0.0
138,SK7952,2,2,0,2,0,0,0,0,0,0,0,0,2,0.0
139,SK8510,193,193,0,193,0,0,1,22,20,46,0,39,33,0.0
140,SK0162,1435,1435,8,1188,3,0,0,5,13,154,131,38,118,1.0
141,SK8000,1188,1188,0,1188,2,1,17,24,0,505,0,270,446,
142,SK5655,47,47,0,47,0,14,0,1,0,4,0,5,7,0.0
143,SK7679,89,89,0,89,0,0,0,2,1,12,0,10,16,0.0
144,SK8218,1643,1643,1,1116,0,0,3,2,62,287,206,30,224,1.0
145,SK4659,675,675,0,675,0,0,0,12,0,255,0,74,35,0.0
146,SK8436,266,266,0,266,0,0,0,0,0,70,41,6,46,0.0
147,SK8840,543,543,90,291,13,0,0,1,18,33,2,5,55,0.0
148,SK1739,1490,1490,0,1490,7,0,0,5,56,377,0,34,87,1.0
149,SK3160,891,891,0,891,0,0,0,20,28,89,0,99,64,0.0
150,SK8170,1545,1545,1,1465,12,0,0,33,118,128,174,120,257,1.0
151,SK8398,163,163,0,163,0,0,0,4,0,27,0,14,38,0.0
152,SK8445,128,128,0,128,0,0,0,1,2,26,4,12,22,0.0
153,SK8361,234,234,0,181,0,0,0,0,6,102,0,25,14,0.0
154,SK8295,358,358,0,358,2,0,0,10,18,16,25,28,114,0.0
155,SK8605,436,436,0,436,8,0,0,3,25,90,0,5,80,0.0
156,SK8674,1262,1262,0,1262,2,0,1,11,74,142,0,85,202,1.0
157,SK8474,913,913,0,913,15,0,5,31,0,397,0,138,218,0.0
158,SK8502,1814,1814,0,1814,9,0,15,98,0,271,0,328,540,
159,SK8795,105,105,0,105,3,0,0,1,7,12,8,0,16,0.0
160,SK8827,714,714,0,705,9,3,10,13,0,177,158,24,166,0.0
161,SK8815,302,302,0,296,1,5,2,11,0,89,8,46,46,0.0
162,SK6902,48,48,0,48,0,0,1,1,0,15,0,0,7,0.0
163,SK7209,910,910,0,910,0,0,0,49,69,79,0,109,242,1.0
164,SK2080,66,66,0,66,0,0,0,5,0,1,0,3,28,0.0
165,SK4472,527,527,100,198,3,1,0,5,0,52,16,20,49,0.0
166,SK8706,1586,1586,0,1586,0,0,0,53,0,413,0,262,293,1.0
167,SK4282,514,514,0,514,2,0,0,5,20,38,31,79,87,0.0
168,SK2779,1130,1130,0,1057,1,0,0,41,51,4,11,157,188,1.0
169,SK7614,546,546,0,535,0,0,5,16,30,81,1,64,24,0.0
170,SK8757,282,282,1,221,0,7,0,7,0,86,48,20,104,0.0
171,SK8741,20,20,0,20,0,0,0,0,0,8,0,2,4,0.0
172,SK8063,335,335,0,335,3,0,0,1,18,42,15,12,48,0.0
173,SK2083,35,35,0,32,0,0,0,0,2,7,0,3,4,0.0
174,SK6844,14,14,0,14,0,0,0,1,0,2,0,2,5,0.0
175,SK6969,882,882,0,882,4,0,3,41,0,121,41,128,145,1.0
176,SK1146,6,6,0,6,0,0,0,0,0,1,0,0,5,0.0
177,SK4369,705,705,0,697,1,5,103,6,5,254,125,23,106,0.0
178,SK6260,294,294,0,294,0,0,0,5,9,11,0,36,62,0.0
179,SK7897,405,405,0,405,2,0,1,11,57,42,21,35,84,0.0
180,SK8701,1409,1409,0,1367,0,0,0,63,30,132,0,222,100,1.0
181,SK5956,996,996,0,955,1,0,0,71,269,365,372,48,375,
182,SK8821,31,31,0,31,0,0,0,0,0,2,0,1,1,0.0
183,SK7332,1277,1277,0,1277,5,0,2,8,0,307,0,37,240,
184,SK5325,1398,1398,0,1181,1,0,2,67,145,176,92,129,250,
185,SK7986,841,841,0,841,0,0,0,35,121,285,0,200,147,
186,SK3504,69,69,0,69,2,0,0,5,0,22,0,11,4,0.0
187,SK7719,524,524,0,98,0,0,0,4,0,8,0,6,15,0.0
188,SK2398,322,322,0,322,0,0,0,0,0,3,0,2,1,0.0
189,SK7323,1075,1075,0,1075,1,0,1,53,31,237,0,163,129,1.0
190,SK8214,1013,1013,6,776,1,0,5,23,31,54,23,78,54,1.0
191,SK4882,884,884,0,884,0,0,0,20,0,597,0,71,22,0.0
192,SK6760,1505,1505,0,1505,0,0,0,25,0,669,0,143,62,1.0
193,SK8665,724,724,0,724,0,3,3,38,0,112,0,123,95,1.0
194,SK7828,163,163,0,158,0,0,0,24,10,5,3,58,31,0.0
195,SK8406,489,489,0,489,0,0,0,23,5,19,0,79,79,0.0
196,SK6169,127,127,0,127,0,0,0,2,0,11,0,24,12,0.0
197,SK7562,751,751,0,751,0,0,0,15,8,21,0,43,35,0.0
198,SK2415,845,845,0,845,0,0,0,37,8,29,0,111,65,0.0
199,SK7577,781,781,0,622,2,0,0,47,23,44,14,69,37,0.0
200,SK6799,347,347,0,347,1,0,0,1,37,21,7,2,15,0.0
201,SK1145,109,109,0,63,0,0,0,0,1,0,8,3,8,0.0
202,SK5154,967,967,0,790,0,0,5,55,38,198,0,177,133,1.0
203,SK7667,1178,1178,0,1178,0,0,1,47,16,92,0,187,101,1.0
204,SK7566,326,326,17,171,0,0,0,0,8,35,0,1,19,0.0
205,SK6986,1184,1184,0,1184,0,0,0,26,23,216,0,100,35,1.0
206,SK4310,276,276,0,276,0,0,5,9,6,88,0,38,14,0.0
207,SK5343,367,367,0,367,0,0,0,9,0,5,0,15,14,0.0
208,SK2733,501,501,0,501,0,0,0,42,27,46,0,92,66,0.0
209,SK5023,135,135,0,135,1,0,0,2,17,38,0,13,11,0.0
210,SK7262,923,923,10,811,0,0,0,13,18,150,97,47,170,0.0
211,SK8623,164,164,0,164,0,0,0,2,0,42,0,6,0,0.0
212,SK7109,1848,1848,29,1515,12,0,8,65,124,227,270,189,389,
213,SK1572,501,501,0,501,0,0,0,0,8,14,6,15,6,0.0
214,SK4211,840,840,0,816,0,0,35,15,0,342,141,69,196,0.0
215,SK5722,1184,1184,0,1184,9,0,0,46,156,278,0,171,158,
216,SK7238,680,680,0,680,0,0,0,32,23,31,0,91,67,1.0
217,SK8443,292,292,0,292,2,0,0,3,16,11,23,10,42,0.0
218,SK5679,1159,1159,0,1158,5,0,1,9,20,20,0,38,60,1.0
219,SK5120,809,809,0,809,0,0,0,22,0,281,0,214,158,1.0
220,SK1227,671,671,0,512,0,0,0,13,39,108,0,61,79,1.0
221,SK8089,1037,1037,0,1037,0,0,1,44,0,196,0,198,189,1.0
222,SK8719,172,172,0,172,0,0,0,15,0,7,0,50,15,0.0
223,SK8446,783,783,0,783,0,0,0,52,33,93,0,175,106,0.0
224,SK0532,709,709,0,709,5,0,1,38,103,147,54,103,82,1.0
225,SK8217,206,206,0,206,1,0,0,8,0,14,0,37,35,0.0
226,SK0243,132,132,0,132,0,0,0,10,1,12,0,18,11,0.0
227,SK8101,133,133,0,133,0,0,0,4,0,31,0,26,16,0.0
228,SK5383,1282,1282,0,1282,10,0,0,33,91,221,0,93,178,1.0
229,SK7616,201,201,0,201,0,0,0,6,0,0,0,43,6,0.0
230,SK3482,533,533,0,533,0,0,0,21,1,10,0,64,69,0.0
231,SK5544,574,574,0,574,0,0,1,31,26,8,4,103,39,0.0
232,SK6787,261,261,0,261,0,0,0,18,8,23,0,77,17,0.0
233,SK8753,277,277,0,277,0,0,0,7,0,90,0,60,13,0.0
234,SK8722,716,716,0,716,11,0,4,22,48,140,105,42,132,0.0
235,SK0393,808,808,0,808,0,0,0,41,4,19,0,99,37,1.0
236,SK3931,738,738,0,641,2,0,1,29,58,65,13,99,76,1.0
237,SK1590,1462,1462,0,1289,1,0,48,17,14,264,122,36,108,1.0
238,SK7365,1257,1257,0,1257,0,0,4,75,51,298,0,302,245,1.0
239,SK5097,551,551,0,551,4,0,1,34,17,1,6,84,33,0.0
240,SK7492,561,561,0,561,0,30,0,65,0,17,0,122,37,0.0
241,SK4281,1402,1402,0,1402,1,0,0,71,99,97,1,184,114,1.0
242,SK7311,1369,1369,0,1369,0,0,2,92,0,350,0,414,205,1.0
243,SK6750,541,541,0,424,1,0,0,13,9,22,23,44,62,1.0
244,SK2101,2109,2109,29,1562,2,0,0,37,98,193,109,99,250,1.0
245,SK7766,1124,1124,0,1124,0,0,0,78,0,151,0,189,127,1.0
246,SK8622,786,786,0,786,0,0,0,18,0,24,0,98,49,0.0
247,SK6798,1016,1016,0,1016,0,0,1,44,13,19,0,157,138,1.0
248,SK1295,175,175,0,175,0,0,0,8,18,15,11,18,28,0.0
249,SK8849,296,296,0,296,0,0,0,10,13,10,0,26,27,0.0
250,SK3580,17,17,0,17,0,0,0,0,0,5,0,2,2,0.0
251,SK3315,800,800,0,800,0,0,1,57,0,17,0,250,22,1.0
252,SK3657,831,831,0,831,0,0,7,34,12,154,79,104,54,1.0
253,SK1783,262,262,0,262,0,0,0,21,26,13,0,63,34,0.0
254,SK0996,525,525,0,525,0,0,0,18,7,14,0,151,112,0.0
255,SK8410,92,92,0,92,0,0,0,4,0,24,0,26,18,0.0
256,SK3118,475,475,0,475,0,0,1,5,0,54,0,31,7,0.0
257,SK0601,12,12,0,12,0,0,0,0,0,0,0,1,1,0.0
258,SK2830,2528,2528,9,2417,14,0,0,61,263,327,40,200,381,
259,SK4395,1236,1236,0,1170,0,0,0,24,74,17,4,69,56,1.0
260,SK5060,90,90,0,90,0,0,0,6,5,34,9,16,9,0.0
261,SK6600,1556,1556,0,1556,1,0,0,68,6,129,0,172,237,1.0
262,SK4367,656,656,0,656,0,0,0,69,0,15,0,145,60,0.0
263,SK0751,2301,2301,0,2301,0,0,0,29,69,549,0,156,110,
264,SK4209,753,753,0,753,4,0,2,35,10,31,0,97,41,1.0
265,SK3474,518,518,0,517,0,0,0,1,0,9,0,1,3,0.0
266,SK8139,1321,1321,0,1321,0,0,0,21,0,607,0,135,19,1.0
267,SK7698,1197,1197,0,1033,0,0,2,11,53,72,122,35,115,0.0
268,SK8611,1620,1620,0,1452,0,0,8,20,92,84,195,54,211,1.0
269,SK3341,297,297,0,297,0,0,0,23,0,49,0,55,57,0.0
270,SK8819,249,249,0,249,4,0,2,7,0,21,0,32,32,0.0
271,SK6991,223,223,0,223,0,0,1,4,0,0,0,6,4,0.0
272,SK1164,277,277,0,126,0,0,0,8,6,4,2,14,8,0.0
273,SK6611,516,516,0,516,0,0,0,0,0,2,0,0,0,0.0
274,SK7961,71,71,0,71,0,0,0,5,5,4,0,12,17,0.0
275,SK2899,422,422,0,422,0,0,0,5,5,20,0,17,19,0.0
276,SK5254,535,535,0,457,0,0,0,13,28,11,1,73,46,0.0
277,SK6993,1378,1378,38,1077,4,0,0,31,28,44,10,97,109,1.0
278,SK2171,811,811,0,811,0,0,13,8,0,122,0,54,29,0.0
279,SK2751,750,750,0,750,0,0,0,8,18,57,30,32,30,0.0
280,SK6930,1138,1138,0,1138,0,0,0,80,1,157,0,253,64,1.0
281,SK4695,2472,2472,0,2446,0,0,156,12,27,1137,222,150,116,
282,SK3323,1017,1017,0,1017,0,0,1,11,6,153,0,50,20,0.0
283,SK7779,263,263,0,263,0,0,0,15,1,32,0,27,26,0.0
284,SK4167,820,820,0,798,1,0,146,6,19,274,79,54,99,0.0
285,SK6444,238,238,0,238,0,0,0,18,0,48,0,90,13,0.0
286,SK8540,98,98,0,90,0,0,0,4,7,18,3,2,15,0.0
287,SK1619,1029,1029,0,941,1,0,0,50,123,37,0,146,80,0.0
288,SK7171,802,802,0,739,0,0,0,35,27,31,2,115,33,0.0
289,SK5433,1090,1090,0,906,0,0,1,32,34,107,3,123,27,1.0
290,SK2163,475,475,0,475,0,0,1,5,32,21,0,62,42,0.0
291,SK1966,955,955,0,955,0,0,0,5,0,38,0,22,24,0.0
292,SK4933,58,58,0,58,0,0,0,5,0,3,0,22,3,0.0
293,SK4997,1014,1014,0,960,0,0,0,8,3,55,0,117,29,1.0
294,SK7688,1257,1257,1,1144,1,0,6,33,21,466,0,282,114,1.0
295,SK5263,836,836,0,836,0,0,0,38,21,233,0,109,77,1.0
296,SK0864,18,18,0,18,0,0,0,0,3,0,0,1,3,0.0
297,SK3449,1179,1179,0,1090,1,0,0,12,24,123,105,36,120,1.0
298,SK5972,1183,1183,39,781,5,0,0,7,66,25,160,27,151,1.0
299,SK7277,30,30,0,30,0,0,0,2,2,6,0,1,1,0.0
300,SK5928,703,703,0,703,0,0,2,63,42,180,0,163,77,0.0
301,SK3105,740,740,0,740,5,0,0,29,41,187,0,134,108,0.0
302,SK3851,391,391,0,391,2,0,0,10,23,43,0,40,51,0.0
303,SK5560,1043,1043,1,982,1,0,0,8,45,4,21,59,69,1.0
304,SK3882,148,148,0,148,0,0,0,4,0,30,0,24,14,0.0
305,SK5994,9,9,0,9,0,0,0,0,0,8,0,0,1,0.0
306,SK2246,604,604,0,604,0,0,2,27,0,35,0,124,64,0.0
307,SK8331,551,551,0,551,27,0,0,15,90,20,0,31,100,0.0
308,SK0889,20,20,0,20,0,0,0,0,0,2,0,4,2,0.0
309,SK0299,963,963,0,963,8,0,45,45,57,388,24,118,139,
310,SK3123,1304,1304,0,1304,0,0,0,18,40,149,0,89,150,1.0
311,SK4839,601,601,0,600,0,0,1,13,0,68,0,21,42,0.0
312,SK1786,2,2,0,2,0,0,0,0,0,0,0,0,0,0.0
313,SK5855,493,493,0,493,0,0,0,46,1,4,0,150,29,0.0
314,SK3791,89,89,0,89,0,0,0,7,0,6,0,14,9,0.0
315,SK3737,306,306,0,306,0,0,1,19,8,15,0,64,35,0.0
316,SK0451,516,516,0,516,0,0,0,21,0,55,0,101,34,0.0
317,SK7862,679,679,0,679,1,0,1,42,0,235,0,166,85,0.0
318,SK2567,431,431,0,431,0,0,0,0,0,33,0,62,93,0.0
319,SK4953,592,592,0,592,0,0,0,73,30,16,0,164,41,0.0
320,SK5138,216,216,0,216,0,0,0,11,9,5,0,23,20,0.0
321,SK1639,81,81,0,81,0,0,0,0,6,15,0,4,9,0.0
322,SK6070,325,325,0,325,0,0,0,7,36,2,0,36,25,0.0
323,SK6041,911,911,1,835,0,0,1,54,31,46,0,143,36,0.0
324,SK8169,1110,1110,0,1110,1,0,1,40,0,223,0,150,42,0.0
325,SK2230,1024,1024,0,1024,3,0,0,19,77,11,0,60,97,1.0
326,SK3187,755,755,0,755,1,0,0,22,82,69,0,113,66,0.0
327,SK2728,338,338,0,338,0,0,0,6,0,9,0,88,85,0.0
328,SK0910,423,423,0,423,0,0,1,14,0,97,0,46,22,0.0
329,SK8395,918,918,6,877,4,0,2,39,27,45,1,182,135,1.0
330,SK3961,778,778,0,778,0,0,0,10,0,29,0,41,52,0.0
331,SK0998,650,650,0,650,0,0,0,0,0,0,0,0,1,0.0
332,SK6884,248,248,0,248,0,0,0,2,16,30,0,8,22,0.0
333,SK2934,135,135,0,135,1,0,0,7,0,8,0,12,21,0.0
334,SK1554,814,814,0,814,0,0,1,9,0,67,0,64,52,1.0
335,SK2442,499,499,0,499,0,0,0,13,40,85,0,79,41,0.0
336,SK6012,499,499,0,499,0,0,0,29,5,50,0,62,35,0.0
337,SK1125,775,775,0,775,0,0,0,13,27,31,0,61,52,1.0
338,SK3169,787,787,0,787,1,0,0,23,72,160,0,113,87,0.0
339,SK6853,2,2,0,2,0,0,0,1,0,0,0,0,0,0.0
340,SK8377,1225,1225,0,1174,4,7,70,89,61,310,77,280,259,1.0
341,SK4029,269,269,0,269,0,0,0,11,0,31,0,37,14,0.0
342,SK1398,1026,1026,0,1026,0,0,2,37,34,262,0,182,97,1.0
343,SK4842,289,289,0,289,0,0,0,9,17,63,0,60,49,0.0
344,SK8174,60,60,0,60,0,0,0,1,0,7,0,15,7,0.0
345,SK6904,729,729,0,729,0,0,0,29,14,91,0,107,45,0.0
346,SK2806,834,834,0,834,25,0,0,21,18,21,7,69,104,0.0
347,SK8290,265,265,0,265,0,0,0,1,7,6,4,17,36,0.0
348,SK6075,2359,2359,20,1915,11,0,2,33,75,88,171,127,281,
349,SK4589,848,848,0,848,2,0,0,43,45,37,9,122,107,0.0
350,SK3661,1011,1011,0,1011,3,0,0,68,100,101,0,84,63,1.0
351,SK4615,1428,1428,38,1308,0,0,102,13,40,730,219,45,217,
352,SK1530,752,752,0,752,0,0,0,1,0,54,0,15,19,0.0
353,SK3706,3,3,0,3,0,0,0,0,0,0,0,1,1,0.0
354,SK8404,862,862,0,862,0,0,0,38,19,80,0,126,86,1.0
355,SK3396,1096,1096,0,1096,0,0,1,56,0,441,0,221,115,1.0
356,SK7756,81,81,0,81,0,0,0,6,4,5,0,5,8,0.0
357,SK8523,598,598,0,598,0,0,0,53,1,50,0,201,100,0.0
358,SK7973,511,511,0,511,1,0,0,26,0,204,0,96,103,0.0
359,SK5011,1138,1138,11,1056,3,0,0,45,82,77,45,113,84,0.0
360,SK8126,728,728,0,728,18,0,0,7,0,104,0,61,46,0.0
361,SK4485,120,120,0,120,0,0,0,1,0,26,0,22,6,0.0
362,SK8748,34,34,0,34,0,0,0,1,0,21,0,2,6,0.0
363,SK4910,764,764,0,764,0,0,0,7,0,355,0,38,20,0.0
364,SK2414,54,54,0,54,0,0,0,0,0,33,0,2,2,0.0
365,SK4560,235,235,0,235,0,0,0,1,0,20,0,10,3,0.0
366,SK8463,566,566,0,566,1,0,0,32,40,72,0,89,69,0.0
367,SK2429,884,884,0,884,9,0,0,21,47,29,33,71,81,0.0
368,SK7312,16,16,0,16,0,0,0,0,0,3,1,2,2,0.0
369,SK2320,728,728,0,728,0,0,0,7,0,22,0,20,17,0.0
