,skootar_id,normal_job,car_night,rbh_night,skt_job,night,full_time,purchasing_service,cheque_collecting,promptpay,pay_lte_100,need_food_box,doc_processing,schedule,level
905,SK4399,4,4,0,4,0,0,0,0,0,2,0,0,0,0.0
906,SK8493,164,164,0,164,0,0,0,0,1,19,0,80,26,0.0
907,SK8576,76,76,0,76,0,0,0,7,0,21,0,18,12,0.0
908,SK4218,3,3,0,3,0,0,0,0,0,3,0,0,1,0.0
909,SK7126,517,517,3,449,0,0,13,16,29,148,94,43,79,0.0
910,SK0978,24,24,0,24,0,0,0,4,0,5,0,7,4,0.0
911,SK4469,146,146,0,146,0,0,0,2,0,3,5,29,29,1.0
912,SK2459,311,311,0,311,0,0,0,25,0,51,0,64,41,0.0
913,SK6640,694,694,0,694,0,0,0,16,0,276,0,101,61,1.0
914,SK2290,6,6,0,6,0,0,0,0,0,1,0,1,0,0.0
915,SK8151,491,491,0,491,0,0,0,45,10,22,0,150,58,0.0
916,SK6953,2,2,0,2,0,0,0,0,0,2,0,0,1,0.0
917,SK1244,384,384,0,384,0,0,0,15,0,105,12,51,30,0.0
918,SK0211,234,234,0,234,0,0,0,1,22,72,0,7,10,0.0
919,SK1404,28,28,0,28,0,0,0,0,0,2,0,1,1,0.0
920,SK0312,126,126,0,126,0,0,0,6,0,0,0,13,28,0.0
921,SK8473,648,648,0,648,1,0,1,39,0,73,0,107,64,0.0
922,SK0880,121,121,0,121,0,0,0,7,11,5,0,28,15,0.0
923,SK1436,353,353,0,353,2,0,0,21,28,45,0,33,52,1.0
924,SK3637,311,311,0,311,3,0,0,6,49,130,6,45,29,0.0
925,SK2275,225,225,0,225,10,0,0,13,14,25,0,51,24,0.0
926,SK8489,462,462,0,462,0,0,1,25,0,52,0,74,54,0.0
927,SK8359,64,64,0,64,0,43,0,1,0,2,0,3,5,0.0
928,SK3330,50,50,0,50,0,0,0,1,0,9,0,9,2,0.0
929,SK0579,228,228,0,228,0,0,0,14,13,6,0,41,24,0.0
930,SK1910,268,268,0,268,0,0,0,31,0,27,0,63,42,0.0
931,SK4991,253,253,0,253,0,0,0,0,0,5,6,1,0,0.0
932,SK7662,3,3,0,3,0,0,0,0,0,0,0,1,0,0.0
933,SK7401,138,138,0,99,0,0,0,7,8,21,0,22,7,0.0
934,SK1414,103,103,0,103,0,0,0,2,0,10,0,4,14,0.0
935,SK4228,147,147,0,147,0,0,2,13,3,49,0,34,12,0.0
936,SK5436,184,184,0,184,0,0,0,1,0,5,0,79,18,0.0
937,SK8721,3,3,0,3,0,0,0,0,0,0,0,2,0,0.0
938,SK8659,205,205,0,205,0,0,0,15,2,44,0,34,23,0.0
939,SK7749,85,85,0,85,0,0,0,2,0,21,0,7,17,0.0
940,SK8740,145,145,0,145,0,0,2,1,9,5,13,0,33,0.0
941,SK8625,450,450,0,450,3,0,1,29,0,36,0,111,67,0.0
942,SK6410,320,320,0,320,1,0,0,9,0,113,0,28,30,0.0
943,SK8647,474,474,0,474,0,0,0,1,0,20,0,4,44,0.0
944,SK6318,230,230,0,230,0,0,0,2,0,78,0,37,40,0.0
945,SK5261,134,134,0,134,0,0,0,1,0,23,0,4,11,0.0
946,SK8369,10,10,0,10,0,0,0,1,0,0,0,2,0,0.0
947,SK1391,255,255,0,255,2,0,0,9,35,11,0,20,17,0.0
948,SK8236,822,822,88,241,4,0,0,0,2,77,11,18,23,0.0
949,SK0471,54,54,0,54,0,0,0,3,9,4,0,11,2,0.0
950,SK6165,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
951,SK7706,386,386,0,368,1,0,1,14,10,58,0,81,54,1.0
952,SK3621,604,604,0,604,0,0,0,26,12,234,0,92,46,0.0
953,SK2878,69,69,0,69,0,0,0,7,0,0,0,24,11,0.0
954,SK0922,395,395,0,395,0,0,0,10,0,162,0,20,23,0.0
955,SK1229,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
956,SK3915,12,12,0,12,0,0,0,0,4,6,0,0,0,0.0
957,SK7308,7,7,0,7,0,0,0,2,0,0,0,1,0,0.0
958,SK2571,88,88,0,88,0,0,0,0,0,2,1,0,0,0.0
959,SK1995,982,982,0,972,2,0,1,22,0,51,0,55,57,1.0
960,SK6963,341,341,0,339,0,0,0,5,25,35,13,24,40,0.0
961,SK8813,2,2,0,2,0,0,0,0,0,2,0,0,2,0.0
962,SK8461,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
963,SK1191,604,604,33,251,0,0,0,2,0,17,0,4,8,0.0
964,SK6549,6,6,0,6,0,0,0,0,0,0,0,3,5,0.0
965,SK1866,857,857,0,857,0,0,0,25,73,59,0,73,73,
966,SK8788,150,150,0,150,0,0,0,0,0,15,0,6,18,0.0
967,SK8861,202,202,0,202,0,0,4,8,0,71,9,16,20,0.0
968,SK2769,124,124,0,124,0,0,0,2,1,13,0,4,11,0.0
969,SK7863,429,429,10,270,3,0,15,15,11,132,75,32,77,0.0
970,SK7490,83,83,0,83,0,0,0,10,0,24,0,29,8,0.0
971,SK7656,1,1,0,1,0,0,0,0,0,0,0,0,1,0.0
972,SK8670,8,8,0,8,0,0,0,0,0,1,0,0,2,0.0
973,SK8770,66,66,0,66,1,0,0,0,0,39,11,0,10,0.0
974,SK8603,220,220,0,220,0,0,0,0,12,40,0,0,14,0.0
975,SK5820,7,7,0,7,0,0,0,0,2,1,1,0,2,0.0
976,SK7445,116,116,0,116,0,0,1,1,0,44,0,0,10,0.0
977,SK7960,43,43,0,43,0,0,0,2,0,15,0,0,5,0.0
978,SK1652,37,37,0,37,0,0,0,0,0,2,0,3,8,0.0
979,SK1671,12,12,0,12,0,0,0,0,0,0,0,0,0,0.0
980,SK7714,44,44,0,44,0,0,0,3,2,2,0,11,1,0.0
981,SK7979,77,77,0,77,1,0,0,0,0,37,22,1,10,0.0
982,SK7819,103,103,0,103,0,0,15,0,0,86,19,0,21,0.0
983,SK7359,129,129,0,129,0,0,0,6,7,7,0,13,18,0.0
984,SK0784,330,330,0,239,0,0,1,10,11,37,0,26,19,0.0
985,SK2482,693,693,0,693,0,0,0,34,0,67,0,62,72,0.0
986,SK7871,142,142,0,142,4,0,0,1,0,2,0,27,39,0.0
987,SK0346,37,37,0,37,0,0,0,2,7,4,0,3,5,0.0
988,SK3312,102,102,0,102,0,0,0,5,0,7,0,11,14,0.0
989,SK3191,812,812,0,452,0,0,0,8,10,63,23,44,22,1.0
990,SK1192,510,510,0,499,2,0,0,34,36,45,11,94,114,0.0
991,SK4332,45,45,0,45,0,0,0,0,0,0,0,0,0,0.0
992,SK7591,63,63,0,63,0,0,0,3,11,13,0,4,9,0.0
993,SK5374,168,168,0,168,0,1,22,2,5,50,29,20,24,0.0
994,SK8620,15,15,0,15,0,0,0,0,0,4,0,5,0,0.0
995,SK8698,185,185,0,185,1,0,0,6,0,27,0,22,31,0.0
996,SK8014,377,377,0,376,0,0,0,11,6,99,62,55,26,0.0
997,SK7228,3,3,0,3,0,0,0,0,0,1,0,1,0,0.0
998,SK0426,422,422,0,422,0,0,1,22,1,153,0,75,44,1.0
999,SK8511,41,41,0,41,0,0,0,2,0,14,0,5,9,0.0
1000,SK5779,65,65,0,65,0,0,0,2,0,24,0,10,1,0.0
1001,SK6092,1075,1075,0,1075,0,0,0,5,0,32,0,25,9,1.0
1002,SK8696,185,185,0,185,0,0,0,3,7,25,0,15,16,0.0
1003,SK5529,66,66,0,46,0,0,0,0,0,27,0,0,3,0.0
1004,SK2160,35,35,0,35,0,0,0,1,0,1,0,1,1,0.0
1005,SK1943,43,43,0,43,1,0,0,5,0,1,0,12,12,0.0
1006,SK6756,17,17,0,17,0,0,0,1,0,0,0,4,1,0.0
1007,SK8300,11,11,0,11,0,0,0,1,0,5,0,0,2,0.0
1008,SK8024,66,66,0,66,0,0,0,11,3,4,0,23,13,0.0
1009,SK0970,21,21,0,21,0,0,0,1,0,10,0,2,1,0.0
1010,SK0932,105,105,0,105,0,0,0,1,0,34,0,9,16,0.0
1011,SK3012,73,73,0,73,0,0,0,1,2,4,0,4,4,0.0
1012,SK2371,21,21,0,21,0,0,0,0,2,9,0,3,6,0.0
1013,SK3303,203,203,0,203,0,0,0,6,24,68,6,10,16,0.0
1014,SK8047,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1015,SK5025,254,254,0,254,0,0,0,3,0,127,0,28,26,0.0
1016,SK6365,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1017,SK6596,49,49,0,49,0,0,0,2,0,14,0,6,8,0.0
1018,SK8088,4,4,0,4,0,0,0,0,0,1,0,0,0,0.0
1019,SK5863,52,52,0,52,0,0,0,4,0,6,0,5,4,0.0
1020,SK8537,5,5,0,5,0,0,0,0,0,1,0,0,0,0.0
1021,SK3828,533,533,0,533,0,0,0,0,0,2,0,1,0,0.0
1022,SK8112,90,90,0,90,1,0,0,2,0,25,0,13,3,0.0
1023,SK5673,640,640,0,640,0,0,0,20,0,6,0,51,25,0.0
1024,SK6876,18,18,0,18,0,2,0,0,0,8,7,3,3,0.0
1025,SK3462,18,18,0,18,0,0,0,1,0,5,0,1,0,0.0
1026,SK8421,410,410,0,410,1,0,65,7,0,193,44,17,15,0.0
1027,SK7315,76,76,0,76,0,0,0,2,0,20,0,12,9,0.0
1028,SK6308,554,554,0,554,0,0,0,21,14,72,0,37,21,1.0
1029,SK3978,87,87,0,87,0,0,0,1,0,50,0,8,4,0.0
1030,SK8329,412,412,0,412,0,0,1,11,22,83,0,65,28,1.0
1031,SK8367,10,10,0,10,0,0,0,1,0,3,0,1,1,0.0
1032,SK7691,128,128,0,128,0,0,1,5,0,74,0,16,35,0.0
1033,SK2316,42,42,0,42,0,0,0,1,0,11,0,4,1,0.0
1034,SK3642,760,760,0,760,0,0,0,11,0,39,161,24,89,1.0
1035,SK6669,20,20,0,20,0,0,0,0,0,5,0,5,3,0.0
1036,SK5291,14,14,0,14,0,0,0,2,0,0,0,6,1,0.0
1037,SK8593,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1038,SK6271,2,2,0,2,0,0,0,0,0,0,0,0,0,0.0
1039,SK8091,30,30,0,30,0,0,0,0,0,3,0,1,4,0.0
1040,SK7861,26,26,0,26,0,0,0,0,1,17,0,0,1,0.0
1041,SK8355,6,6,0,6,0,0,0,0,0,0,1,0,1,0.0
1042,SK1686,47,47,0,45,0,0,0,1,5,16,1,0,2,0.0
1043,SK7757,3,3,0,3,0,0,0,0,0,1,0,0,0,0.0
1044,SK8427,9,9,0,9,0,0,0,0,0,0,0,1,3,0.0
1045,SK7778,50,50,0,50,0,0,0,3,0,16,0,6,14,0.0
1046,SK1177,2,2,0,2,0,0,0,0,0,0,0,0,0,0.0
1047,SK7533,510,510,20,390,1,0,0,22,26,4,14,44,59,0.0
1048,SK1153,499,499,1,465,3,7,0,25,32,168,0,69,80,0.0
1049,SK2295,10,10,0,10,0,0,0,0,0,0,0,0,0,0.0
1050,SK3238,492,492,0,492,0,0,0,28,18,28,0,56,54,0.0
1051,SK6543,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1052,SK0797,65,65,0,65,0,0,0,4,3,2,0,16,4,0.0
1053,SK1093,171,171,0,171,0,0,0,2,0,41,0,17,20,0.0
1054,SK7798,39,39,0,25,0,0,0,1,0,11,0,4,1,0.0
1055,SK8542,256,256,0,256,0,0,3,12,2,100,0,35,19,0.0
1056,SK8161,205,205,0,205,0,0,0,0,0,166,0,0,59,0.0
1057,SK8638,4,4,0,4,0,0,0,0,0,3,0,0,1,0.0
1058,SK8531,94,94,0,94,2,0,0,8,10,14,0,26,15,0.0
1059,SK0684,78,78,0,42,0,0,0,0,2,8,0,7,4,0.0
1060,SK8779,241,241,0,241,1,0,0,14,0,36,0,42,38,0.0
1061,SK3751,252,252,0,252,0,0,0,10,8,29,0,41,20,0.0
1062,SK1761,341,341,0,341,0,0,0,2,3,1,3,8,3,0.0
1063,SK1894,47,47,0,47,0,0,0,2,0,22,0,1,1,0.0
1064,SK4880,907,907,0,907,0,0,2,23,0,151,0,155,88,0.0
1065,SK8342,1,1,0,1,0,0,0,0,0,0,1,0,1,0.0
1066,SK6250,6,6,0,6,0,0,0,0,0,0,0,0,0,0.0
1067,SK8308,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1068,SK8033,1379,1379,0,1379,0,0,2,54,0,440,0,365,317,1.0
1069,SK6620,1119,1119,0,1119,0,0,1,38,0,278,0,261,372,1.0
1070,SK0893,2,2,0,2,0,0,0,0,0,0,0,1,0,0.0
1071,SK0894,536,536,0,536,0,0,0,11,21,61,0,33,47,0.0
1072,SK8843,108,108,0,108,1,0,0,0,0,29,0,3,16,0.0
1073,SK8188,101,101,0,101,0,0,0,5,0,16,0,14,24,0.0
1074,SK7953,746,746,0,709,1,0,1,8,47,48,86,25,80,0.0
1075,SK6950,251,251,0,115,1,0,0,5,24,32,11,19,13,0.0
1076,SK1947,653,653,29,527,5,0,4,7,38,182,91,46,82,0.0
1077,SK7611,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1078,SK8778,30,30,0,30,0,0,1,2,0,4,0,1,3,0.0
1079,SK7835,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1080,SK5746,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1081,SK8085,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1082,SK7266,410,410,1,332,6,8,7,5,1,93,112,10,105,0.0
1083,SK8195,230,230,0,230,0,0,0,15,46,48,0,43,20,0.0
1084,SK7994,178,178,0,178,1,0,0,11,0,30,7,63,16,0.0
1085,SK5959,30,30,0,30,0,0,0,0,0,2,0,2,0,0.0
1086,SK7509,121,121,4,103,0,0,0,6,0,34,0,24,6,0.0
1087,SK8714,11,11,0,11,0,0,0,0,0,4,0,0,1,0.0
1088,SK0499,1097,1097,137,207,0,1,0,10,0,24,5,19,21,1.0
1089,SK3685,322,322,0,322,0,0,0,16,0,52,0,56,29,0.0
1090,SK8749,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1091,SK1062,285,285,0,285,0,0,0,0,4,14,0,13,11,0.0
1092,SK7840,7,7,0,7,0,0,0,0,0,0,0,0,0,0.0
1093,SK8684,768,768,0,768,0,0,0,5,19,15,0,39,93,0.0
1094,SK6929,43,43,0,43,0,0,0,3,1,0,0,8,2,0.0
1095,SK5585,310,310,0,310,12,0,0,16,50,107,0,29,59,0.0
1096,SK5930,98,98,0,98,0,0,0,5,0,7,0,19,12,0.0
1097,SK6871,60,60,0,60,0,0,0,6,0,0,0,16,3,0.0
1098,SK6361,52,52,0,52,0,0,0,4,0,7,0,6,9,0.0
1099,SK8323,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1100,SK8122,51,51,0,51,0,0,0,2,0,30,0,3,4,0.0
1101,SK4009,361,361,0,291,0,0,0,14,52,33,6,48,45,0.0
1102,SK8707,18,18,0,18,0,0,0,0,0,7,0,0,3,0.0
1103,SK2926,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1104,SK8532,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1105,SK3857,50,50,0,50,0,0,0,0,0,24,7,1,8,0.0
1106,SK6841,28,28,0,28,0,0,1,0,0,6,11,0,2,0.0
1107,SK0792,111,111,0,111,1,0,0,0,0,43,0,3,16,0.0
1108,SK8600,16,16,0,16,0,0,0,0,0,6,0,0,1,0.0
1109,SK5875,430,430,0,430,0,0,0,13,0,17,0,22,18,0.0
1110,SK8027,2496,2496,0,2122,0,0,90,4,58,686,288,48,116,
1111,SK1212,4,4,0,4,0,0,0,0,0,0,0,0,0,0.0
1112,SK1580,224,224,0,224,1,0,0,8,6,133,0,41,41,0.0
1113,SK2095,3,3,0,3,0,0,0,1,0,0,0,0,0,0.0
1114,SK8136,728,728,0,728,0,0,0,24,13,55,0,110,31,0.0
1115,SK8450,797,797,0,797,0,0,0,50,66,7,12,111,56,0.0
1116,SK8690,25,25,0,25,0,0,1,1,0,10,0,0,3,0.0
1117,SK1368,489,489,0,486,0,0,0,29,10,92,0,132,54,0.0
1118,SK8435,683,683,0,423,1,0,0,16,39,86,3,63,81,1.0
1119,SK7587,195,195,0,195,0,0,0,10,0,20,0,29,21,0.0
1120,SK8628,663,663,2,593,0,0,0,3,15,93,126,21,67,0.0
1121,SK7051,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1122,SK5239,2,2,0,2,0,0,0,0,1,2,0,1,1,0.0
1123,SK5771,135,135,0,135,0,0,0,8,5,22,1,16,26,0.0
1124,SK1864,235,235,0,235,0,0,0,9,0,116,0,33,25,0.0
1125,SK4657,237,237,2,145,0,0,0,3,12,73,10,12,30,0.0
1126,SK8708,6,6,0,6,0,0,0,0,0,3,0,0,0,0.0
1127,SK4579,29,29,0,29,0,3,2,3,8,1,11,3,15,0.0
1128,SK6912,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1129,SK8072,2497,2497,281,1508,4,0,27,9,37,343,260,23,324,
1130,SK4649,81,81,0,81,2,0,0,3,0,22,0,12,8,0.0
1131,SK8865,21,21,0,21,0,0,0,0,0,5,0,6,3,0.0
1132,SK0237,62,62,0,62,0,0,0,3,3,11,0,12,9,0.0
1133,SK8869,1580,1580,0,1580,0,0,3,4,51,757,1,182,690,
1134,SK6608,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1135,SK1513,480,480,2,221,0,6,5,4,0,90,31,8,72,0.0
1136,SK4720,122,122,0,122,0,0,0,2,0,1,0,37,5,0.0
1137,SK4475,7,7,0,7,0,0,0,0,1,0,0,3,0,0.0
1138,SK8573,464,464,0,464,0,0,2,2,38,92,66,33,147,0.0
1139,SK4909,10,10,0,10,0,0,0,0,0,2,0,0,1,0.0
1140,SK5478,1153,1153,0,1153,0,0,3,72,79,303,0,159,96,
1141,SK1011,569,569,2,431,2,0,0,27,21,102,4,73,58,0.0
1142,SK8870,59,59,0,59,0,0,0,0,5,5,0,8,4,0.0
1143,SK8541,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1144,SK5517,35,35,0,35,0,0,0,0,0,1,0,0,1,0.0
1145,SK6258,78,78,0,78,0,0,0,1,5,1,0,2,12,0.0
1146,SK1054,637,637,0,609,3,0,1,24,11,343,267,52,368,0.0
1147,SK6945,251,251,0,251,5,0,0,7,40,20,0,9,38,0.0
1148,SK1900,104,104,0,104,0,0,0,0,0,0,0,0,0,0.0
1149,SK3891,33,33,0,33,0,0,0,0,0,12,0,3,2,0.0
1150,SK8305,13,13,0,13,0,0,0,0,0,6,0,1,1,0.0
1151,SK8874,72,72,0,72,1,8,2,0,0,30,0,8,13,0.0
1152,SK3686,64,64,0,64,0,0,0,4,2,8,0,8,10,0.0
1153,SK3513,953,953,0,449,0,0,2,7,0,160,15,63,22,0.0
1154,SK8885,31,31,0,31,0,0,0,0,0,10,0,1,4,0.0
1155,SK4867,141,141,0,141,0,0,0,11,3,12,1,35,7,0.0
1156,SK8866,821,821,5,679,0,15,103,0,0,476,139,48,109,0.0
1157,SK8877,970,970,0,970,0,0,0,1,32,90,0,77,12,1.0
1158,SK8883,19,19,0,19,0,0,0,0,0,9,0,6,2,0.0
1159,SK8867,83,83,0,82,0,0,5,0,0,45,14,0,15,0.0
1160,SK8871,3,3,0,3,0,1,0,0,0,1,0,1,1,0.0
1161,SK3527,799,799,22,635,0,0,0,9,42,117,0,58,17,1.0
1162,SK8881,439,439,0,439,7,0,0,0,13,159,23,11,84,0.0
1163,SK3418,119,119,0,119,2,9,4,0,5,51,25,5,41,0.0
1164,SK8587,21,21,0,21,0,0,1,0,1,13,0,0,0,0.0
1165,SK5301,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0
1166,SK4456,131,131,0,131,0,0,0,6,0,25,0,18,24,0.0
1167,SK5410,221,221,0,221,0,0,1,2,0,133,0,26,37,0.0
1168,SK1753,5,5,0,5,0,0,0,0,0,4,0,0,0,0.0
1169,SK7356,153,153,0,153,0,0,0,10,0,37,0,21,10,0.0
1170,SK1939,833,833,0,833,0,0,1,39,12,144,0,140,66,0.0
1171,SK6592,91,91,0,91,0,0,0,1,0,29,0,5,19,0.0
1172,SK8469,798,798,0,798,1,0,1,55,18,46,0,157,90,0.0
1173,SK8893,1000,1000,0,1000,0,0,1,1,46,511,0,241,197,1.0
1174,SK0683,15,15,0,15,0,0,0,0,0,0,0,0,0,0.0
1175,SK8060,10,10,0,10,0,0,0,0,0,1,0,2,0,0.0
1176,SK4726,296,296,0,296,0,0,0,2,0,17,42,16,38,0.0
1177,SK7276,2,2,0,2,0,0,0,0,0,0,0,1,0,0.0
1178,SK7589,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1179,SK8890,1707,1707,0,1707,2,2,3,4,0,621,1,257,187,
1180,SK8229,151,151,1,148,3,0,0,2,19,20,0,11,16,0.0
1181,SK8886,12,12,0,12,0,0,0,0,0,4,0,0,3,0.0
1182,SK7980,9,9,0,9,0,0,0,0,0,1,0,0,2,0.0
1183,SK1327,2176,2176,0,221,0,0,5,2,33,167,0,8,24,1.0
1184,SK5455,40,40,0,40,0,0,0,1,0,2,0,0,4,0.0
1185,SK5909,46,46,0,46,0,0,0,1,1,8,0,4,5,0.0
1186,SK6114,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1187,SK8371,713,713,0,486,1,0,0,26,41,39,5,87,36,0.0
1188,SK8244,168,168,0,168,0,0,0,7,0,11,0,20,31,0.0
1189,SK8805,8,8,0,8,0,0,0,0,0,1,0,1,3,0.0
1190,SK8680,9,9,0,9,0,0,0,1,0,0,0,0,2,0.0
1191,SK8626,29,29,0,29,0,3,0,0,0,4,0,2,8,0.0
1192,SK7355,189,189,0,189,0,0,0,12,4,3,0,41,22,0.0
1193,SK2811,26,26,0,26,0,0,0,2,2,0,0,3,2,0.0
1194,SK8385,372,372,0,372,0,0,0,2,3,39,0,7,33,0.0
1195,SK8828,136,136,0,136,0,0,1,0,0,73,0,0,7,0.0
1196,SK6712,41,41,0,41,0,0,0,0,0,10,0,0,3,0.0
1197,SK8909,6,6,0,6,0,0,1,0,0,1,0,0,0,0.0
1198,SK8150,386,386,0,386,16,0,0,15,47,96,0,34,42,0.0
1199,SK6540,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1200,SK8918,54,54,0,54,0,0,0,0,0,4,0,0,1,0.0
1201,SK1581,153,153,0,153,3,0,0,5,14,5,0,11,18,0.0
1202,SK8468,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1203,SK6273,265,265,3,154,2,0,3,1,0,55,18,0,10,0.0
1204,SK8610,48,48,1,31,0,0,0,2,0,10,0,4,3,0.0
1205,SK0174,8,8,0,8,0,0,0,1,0,3,0,0,2,0.0
1206,SK1797,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1207,SK4019,28,28,0,22,0,0,0,0,0,3,0,0,0,0.0
1208,SK8916,421,421,0,421,0,2,0,1,0,38,0,78,38,0.0
1209,SK8901,1780,1780,2,1138,0,0,0,1,26,175,57,103,107,1.0
1210,SK5553,190,190,0,190,1,0,1,1,0,67,63,3,40,0.0
1211,SK8934,5,5,0,5,0,0,0,0,0,2,0,0,1,0.0
1212,SK6681,91,91,0,91,1,0,0,4,4,9,0,12,6,0.0
1213,SK8926,1714,1714,0,1689,8,0,9,2,10,374,108,243,703,
1214,SK8405,2,2,0,2,0,0,0,0,0,0,0,0,1,0.0
1215,SK1016,1026,1026,0,1026,0,0,2,52,31,193,0,242,79,1.0
1216,SK8923,709,709,19,491,13,0,4,0,35,126,69,0,46,0.0
1217,SK0707,309,309,8,191,1,0,0,15,19,23,2,31,26,0.0
1218,SK6721,3,3,0,3,0,3,0,0,0,0,0,0,0,0.0
1219,SK8515,8,8,0,8,0,8,0,0,0,0,0,6,6,0.0
1220,SK4514,3,3,0,3,0,0,0,1,0,0,0,0,1,0.0
1221,SK0748,985,985,180,278,10,0,0,11,39,101,28,17,21,1.0
1222,SK8935,183,183,0,172,0,4,0,0,0,64,0,14,15,0.0
1223,SK5157,4,4,0,4,0,0,0,0,0,1,1,2,0,0.0
1224,SK8945,211,211,0,211,0,0,0,0,6,48,0,8,21,0.0
1225,SK8868,588,588,0,588,1,0,0,0,16,70,0,105,30,0.0
1226,SK8915,603,603,0,566,0,0,2,0,0,402,38,35,168,1.0
1227,SK8687,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1228,SK7182,82,82,0,82,0,0,0,2,8,38,0,5,10,0.0
1229,SK2723,571,571,0,571,0,0,0,28,56,74,0,93,43,0.0
1230,SK0857,122,122,0,122,0,0,17,1,0,104,64,0,45,0.0
1231,SK8713,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1232,SK8946,2137,2137,35,1999,14,0,123,0,9,647,559,30,466,
1233,SK7498,9,9,0,9,0,0,0,1,0,2,0,0,0,0.0
1234,SK8922,1624,1624,0,1624,48,0,2,1,64,629,0,52,252,
1235,SK0690,357,357,12,196,0,0,2,6,26,96,39,15,16,0.0
1236,SK8942,670,670,1,544,2,12,47,0,3,229,77,13,78,1.0
1237,SK6429,309,309,3,134,0,0,0,4,0,20,18,15,23,0.0
1238,SK0634,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1239,SK3257,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1240,SK8903,206,206,1,183,0,0,0,0,11,15,20,7,30,0.0
1241,SK8940,167,167,0,167,0,0,0,1,1,27,0,28,14,0.0
1242,SK4980,211,211,0,211,0,0,0,1,0,4,0,12,5,0.0
1243,SK8227,315,315,0,240,0,1,1,9,0,106,10,11,17,0.0
1244,SK0916,28,28,0,28,0,0,0,1,0,2,0,3,2,0.0
1245,SK8906,25,25,0,25,0,0,0,0,0,16,0,1,1,0.0
1246,SK3738,997,997,0,408,0,0,1,10,24,26,15,54,19,0.0
1247,SK1055,637,637,103,195,10,0,0,0,12,73,7,7,18,1.0
1248,SK3539,257,257,0,257,0,0,0,2,2,49,0,14,12,0.0
1249,SK5535,212,212,0,212,0,0,0,12,0,66,0,43,24,0.0
1250,SK8937,234,234,0,234,0,0,0,1,0,53,0,56,20,0.0
1251,SK7915,349,349,0,349,0,0,1,14,0,113,0,63,27,0.0
1252,SK6564,91,91,6,76,4,0,0,1,2,22,5,7,21,0.0
1253,SK8907,24,24,0,24,0,0,0,0,0,11,0,3,1,0.0
1254,SK5034,16,16,0,16,0,0,0,0,0,1,0,0,1,0.0
1255,SK8938,28,28,0,28,0,0,0,0,0,4,0,1,6,0.0
1256,SK7709,464,464,0,464,14,0,0,24,0,71,0,66,75,0.0
1257,SK2017,30,30,0,30,0,0,0,0,0,16,0,3,3,0.0
1258,SK5327,8,8,0,8,0,0,0,0,0,4,0,1,1,0.0
1259,SK8943,776,776,0,776,0,0,2,2,33,149,0,143,123,1.0
1260,SK8912,17,17,0,17,1,0,0,0,1,0,0,0,1,0.0
1261,SK1929,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1262,SK5685,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
1263,SK8956,67,67,15,9,0,0,1,0,0,4,0,1,1,0.0
1264,SK8939,140,140,0,140,0,1,0,0,1,72,0,10,5,0.0
1265,SK8973,157,157,0,157,1,17,2,0,13,47,31,7,44,0.0
1266,SK5313,385,385,0,385,0,0,0,12,9,46,0,60,20,0.0
1267,SK8834,408,408,0,408,0,0,1,20,29,66,0,62,20,0.0
1268,SK8961,22,22,0,22,0,0,0,0,0,2,0,0,8,0.0
1269,SK2910,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
1270,SK4943,79,79,0,79,0,0,0,4,5,3,0,12,11,0.0
1271,SK8704,19,19,0,19,0,0,1,0,0,4,0,0,0,0.0
1272,SK8959,22,22,6,4,0,0,0,0,0,1,0,0,0,0.0
